ticket_id,user_id,created_at,hour_of_day,day_of_week,age,gender,country,city,subscription,registration_date,days_since_registration,total_likes,total_matches,messages_sent,active_days_last_week,boosts_purchased,superlikes_purchased,past_tickets_count,avg_csat_history,platform,app_version,channel,language,user_message,support_response,message_length_chars,message_length_words,sentiment_score,priority,resolution_time_minutes,escalated,csat_ticket,category
TW-CAE2E87B87,U22254008,2025-07-13T14:54:07,14,Sunday,30,female,RU,Челябинск,free,2024-05-04,435,159,9,35,0,1,0,2,4.2,iOS,4.14.0,in_app_chat,ru,добрый вечер! Интересует корпоративное сотрудничество с вашей компанией. Заранее благодарю.,Здравствуйте! Детали алгоритма подбора есть в разделе Справка.,91,10,-0.112,high,5.8,0,3,other
TW-02B9EC5DB0,U17142580,2026-01-25T02:46:39,2,Sunday,23,female,RU,Екатеринбург,premium,2025-10-30,87,489,50,265,5,1,1,2,3.4,iOS,4.14.1,in_app_chat,ru,"Нужна помощь, профиль с именем Анна пишет с разных аккаунтов после блокировки. Срочно нужна ваша помощь.","Приветствуем! Зафиксировали обращение, нарушитель получит предупреждение.",104,16,-0.815,high,115.9,0,4,complaint
TW-F8F31573F8,U76117029,2025-07-10T03:09:26,3,Thursday,27,male,RU,Новосибирск,free,2025-06-12,28,256,19,50,0,0,0,0,,Android,4.14.1,in_app_chat,ru,"нужна поощь. Загрузил новое фото, уже 4 дня висит на проверке.","Добрый день! Ваша заявка в очереди, среднее время проверки до 48 часов.",62,11,-0.064,medium,46.7,0,3,moderation
TW-970E3C0289,U76655128,2025-06-19T23:20:35,23,Thursday,29,female,RU,Екатеринбург,free,2024-12-08,193,33,0,14,2,1,1,0,,Android,4.14.1,in_app_chat,ru,"Здравствуйте, саппорт,  пакет бустов купленный час назад исчез с баланса, верните пожалуйста. Прошу ответить как можно скорее.","Здравствуйте! Проблема на стороне банка, рекомендуем попробовать другую карту.",126,17,-0.804,high,13.1,0,4,payment
TW-E0DBBD2389,U93616057,2025-09-14T06:42:08,6,Sunday,24,female,RU,Москва,free,2025-02-11,215,296,22,46,0,1,1,2,4.4,Android,5.1.0,email,ru,Хочу обратиться..Приложение зависает на экране загрузки после последнего апдейта,"Приветствуем! Попробуйте переустановить приложение, это часто решает проблему.",80,9,-0.715,high,76.0,0,4,bug
TW-9BAF83FFCD,U33479940,2025-07-20T14:32:44,14,Sunday,43,male,RU,Самара,premium,2024-09-13,310,467,28,112,6,2,2,1,4.9,iOS,5.0.1,in_app_chat,ru,Нужна помощь! Почему не принимают моё селфи для верификации? Срочно нужна ваша помощь,Добрый день! Для ускорения модерации следуйте правилам оформления анкеты.,85,13,-0.321,medium,53.6,0,4,moderation
TW-4AC6420910,U72294023,2025-05-27T10:29:49,10,Tuesday,26,female,RU,Ижевск,premium,2025-03-02,86,323,20,108,5,4,2,1,4.2,iOS,5.1.0,in_app_chat,ru,"хочу обратиться. Ребёнок купил подписку без моего ведома, как вернуть деньги?",Приветствуем! Возврат за использованный период подписки не предусмотрен.,77,11,-0.402,high,46.8,0,4,refund
TW-5E67364155,U74680137,2025-12-09T02:54:00,2,Tuesday,27,other,RU,Иркутск,free,2024-08-01,495,162,7,15,3,0,1,0,,Android,4.12.3,in_app_chat,ru,"добрый день! Не могу изменить дату рождения в профиле, поле заблокировано.",Здравствуйте! Отправили инструкцию по восстановлению доступа после взлома.,74,11,-0.028,low,32.5,0,5,account
TW-06174B6788,U91998477,2025-04-03T17:17:35,17,Thursday,27,male,RU,Казань,free,2024-02-25,403,282,22,86,1,0,1,1,5.0,iOS,4.14.0,in_app_chat,ru,"как изменить номер телефона, привязанный к профилю?","Добрый день! Для смены email потребуется верификация, детали отправили на почту.",51,7,-0.144,medium,9.7,0,4,account
TW-697B42280F,U33676835,2026-01-27T18:28:18,18,Tuesday,31,male,RU,Санкт-Петербург,premium,2025-11-09,79,179,11,31,5,4,2,0,,iOS,5.0.0,telegram_bot,ru,"Нужна помощь! Возврат за годовую подписку, использовал только 2 недели. Срочно нужна ваша помощь.",Здравствуйте! Возврат за использованный период подписки не предусмотрен.,97,14,-0.919,medium,147.4,0,4,refund
TW-5089F63C53,U25847963,2025-02-11T02:02:31,2,Tuesday,33,female,RU,Санкт-Петербург,free,2023-08-14,547,975,65,82,4,0,1,0,,iOS,5.1.0,in_app_chat,ru,"здравствуйте, уважаемая поддержка, фото на профиле явно не принадлежат человеку, проверьте. Надеюсь на скорый ответ.","Добрый день! Зафиксировали обращение, нарушитель получит предупреждение.",116,15,-1.0,high,17.9,0,4,complaint
TW-C7669AA176,U11285732,2026-03-21T23:03:25,23,Saturday,29,female,RU,Санкт-Петербург,free,2026-03-18,3,17,0,6,2,0,0,0,,Android,4.13.2,telegram_bot,ru,Добрый вечер. Профиль скрыли из поиска хотя правила я не нарушал.,Приветствуем! Правила модерации можно посмотреть в справочном центре.,65,11,-0.623,urgent,57.9,1,2,moderation
TW-82F81D31A5,U31608951,2026-03-11T14:37:14,14,Wednesday,31,female,RU,Воронеж,premium,2025-04-11,334,912,62,52,0,1,1,0,,Android,4.13.0,email,ru,"Добрый день! Пользователь присылает неприличные фото, блокирую, а он создаёт новые анкеты. Буду благодарен за помощь.","Приветствуем! Жалоба принята, проверим пользователя и примем меры в течение 24 часов.",117,16,-0.749,urgent,45.0,1,2,complaint
TW-810808D5D2,U53881765,2025-05-26T04:27:28,4,Monday,34,other,RU,Нижний Новгород,premium,2025-03-26,61,238,21,22,7,1,0,1,4.6,iOS,4.14.1,telegram_bot,ru,"Нужна помощь, получаю неприятные сообщения сексуального характера от незнакомца. Жду ответа.","Здравствуйте! Спасибо за сигнал, аккаунт нарушителя заблокирован.",92,11,-0.879,high,168.7,0,3,complaint
TW-0E8E068607,U88438596,2025-01-30T23:28:04,23,Thursday,23,female,RU,Барнаул,free,2024-11-15,76,181,14,37,0,0,0,2,3.5,Android,4.15.0,in_app_chat,ru,"Здравствуйте, уважаемая поддержка, человек использует фото знаменитости как своё, явный фейк. Без вашего ответа не разберусь.","Здравствуйте! Спасибо за сигнал, аккаунт нарушителя заблокирован.",125,16,-0.754,high,16.1,0,4,complaint
TW-5FE68C0682,U95742998,2025-08-18T17:54:44,17,Monday,33,female,RU,Нижний Новгород,free,2025-04-20,120,162,18,38,3,2,0,1,4.2,iOS,4.14.0,in_app_chat,ru,"Здравствуйте! Хочу временно  заморозить профиль, возможно ли это? Пишу уже не первый раз.","Здравствуйте! Для смены email потребуется верификация, детали отправили на почту.",89,13,0.076,medium,12.0,0,4,account
TW-1C53404E66,U55322128,2026-03-03T20:00:44,20,Tuesday,21,female,RU,Москва,free,2026-02-13,18,9,0,14,1,0,1,1,5.0,iOS,4.14.1,in_app_chat,ru,"Здравствуйте! Хочу временно заморозить профиль, возможно ли это?",Приветствуем! Отправили инструкцию по восстановлению доступа после взлома.,64,8,-0.038,low,72.2,0,4,account
TW-D97474E331,U68975061,2026-01-20T05:06:06,5,Tuesday,23,male,RU,Санкт-Петербург,free,2025-11-22,59,96,7,23,4,0,0,1,5.0,Android,4.13.0,email,ru,Добрый день! Видео в профилях других людей не воспроизводится..ЖЖду ответа.,"Приветствуем! Зафиксировали баг, разработчики работают над исправлением в следующем апдейте.",75,10,-0.335,medium,250.1,1,3,bug
TW-74E4173F5C,U22585820,2025-02-17T11:33:07,11,Monday,31,male,RU,Москва,free,2024-06-18,244,44,5,27,3,0,0,0,,Android,4.14.0,email,ru,"Добрый день. Случайно удалил порфиль, можно ли его восстановить?","Добрый день! Для смены email потребуется верификация, детали отправили на почту.",64,9,-0.494,medium,18.4,1,3,account
TW-EA58BC557A,U73534314,2025-02-20T11:53:01,11,Thursday,28,male,RU,Москва,free,2024-05-09,287,101,13,34,3,0,0,0,,Android,4.14.0,telegram_bot,ru,"Добрый вечер! Пользователь присылает неприличные фото, блокирую, а он создаёт новые анкеты.","Приветствуем! Профиль проверен, нарушения подтверждены, пользователь заблокирован.",91,12,-0.616,high,47.6,0,5,complaint
TW-3F7BB97055,U39015234,2026-02-03T17:39:35,17,Tuesday,32,female,RU,Саратов,free,2025-07-03,215,85,10,16,0,1,1,3,3.5,Android,5.0.0,in_app_chat,ru,"Пршу помочь! Верификацию не пропускают уже четвертый раз, селфи чёткое.","Добрый день! Решение модератора пересмотрено, ваш профиль восстановлен.",71,10,-0.298,low,64.4,0,5,moderation
TW-7B6C1BCA3A,U15455866,2025-06-06T10:38:37,10,Friday,28,female,RU,Нижний Новгород,free,2025-06-05,1,20,1,7,2,0,0,1,3.9,Android,5.0.0,email,ru,"Здравствуйте, саппорт! Почему не принимают моё селфи для верификации? Спасибо заранее.","Приветствуем! Анкета принята на повторную модерацию, ожидайте до 24 часов.",86,11,-0.539,low,130.5,0,4,moderation
TW-5F5DF0AF45,U35028197,2025-04-01T20:20:11,20,Tuesday,19,male,RU,Нижний Новгород,free,2024-09-13,200,567,44,251,2,1,0,1,5.0,iOS,4.13.0,email,ru,"Нужна помощь, отклонили био без объяснений, что конкретно не так? Срочно нужна ваша помощь.","Здравствуйте! Верификация требует селфи с определённым жестом, инструкция в приложении.",91,14,-0.14,low,479.3,0,5,moderation
TW-450400F2DD,U47149435,2025-05-03T05:44:18,5,Saturday,18,female,RU,Ростов-на-Дону,free,2025-03-01,63,321,38,153,3,0,1,1,3.4,Android,4.14.0,in_app_chat,ru,"как сменить имя  профиля, поле неактивно. Прошу ответтиь как можно скорее","Приветствуем! Проверьте настройки антиспама, письма могут попадать туда.",73,11,0.055,medium,23.7,0,3,account
TW-F3139477E6,U97188286,2025-09-12T03:32:19,3,Friday,28,female,RU,Пермь,free,2025-04-08,157,74,6,18,2,0,0,0,,Android,4.14.0,in_app_chat,ru,Привет! Жалоба на пользователя: агрессия и нецензурная лексика в чате.,"Добрый день! Ваша жалоба передана модераторам, ответ поступит в течение суток.",70,10,-0.712,urgent,10.0,0,5,complaint
TW-CE87A7E829,U29616872,2025-12-14T20:11:05,20,Sunday,18,female,RU,Новосибирск,premium,2025-08-15,121,498,38,49,4,2,1,3,4.6,Android,4.13.0,in_app_chat,ru,"Здравствуйте, человек использует фото знаменитости как своё, явный фейк.","Приветствуем! Зафиксировали обращение, нарушитель получит предупреждение.",72,9,-0.702,urgent,11.2,1,3,complaint
TW-E4AB47BEAD,U33411118,2026-01-01T01:54:19,1,Thursday,21,female,RU,Москва,free,2025-11-20,42,65,2,20,2,0,0,2,4.8,iOS,4.13.2,in_app_chat,ru,Добрый вечер! Почему отклонили мою фотографию? На ней ничего запрещённого нет. Очень прошу помочь.,"Здравствуйте! Анкета принята на повторную модерацию, ожидайте до 24 часов.",98,14,-0.148,low,122.4,0,4,moderation
TW-7CC5CDC84E,U18509401,2025-01-18T13:43:17,13,Saturday,29,female,RU,Санкт-Петербург,free,2024-07-20,182,167,4,8,2,0,1,1,5.0,iOS,5.0.0,telegram_bot,ru,"Здравствуйте саппорт! Скрыли мою анкету после жалобы, но я ничего не сделал. Срочон нужна ваша помощь.",Здравствуйте! Правила модерации можно посмотреть в справочном центре.,102,16,-0.06,medium,38.1,0,5,moderation
TW-F04939984B,U66335089,2025-11-12T07:22:52,7,Wednesday,25,male,RU,Омск,free,2024-03-15,607,189,19,84,1,1,0,3,3.2,iOS,4.14.1,in_app_chat,ru,"здравствуйте, саппорт, человек использует фото знаменитости как своё, явный фейк. Без вашего ответа не разберусь.","Добрый день! Ваша жалоба передана модераторам, ответ поступит в течение суток.",113,15,-0.686,urgent,125.7,0,3,complaint
TW-667CCDDEE9,U87373913,2025-12-25T17:22:45,17,Thursday,26,male,RU,Омск,free,2025-09-04,112,170,12,65,0,0,0,1,5.0,Android,4.13.0,email,ru,Добрый вечер! Как оспорить решение модератора по анкете? Очень надеюсь на решение.,"Добрый день! Фото отклонено, плохо видно лицо, загрузите более чёткое селфи.",82,12,-0.667,high,33.5,0,5,moderation
TW-F38918D586,U49213479,2025-08-04T04:23:12,4,Monday,23,male,RU,Казань,free,2025-07-22,13,33,1,9,1,0,0,2,3.9,Android,4.14.1,app_store_review,ru,"Прошу помочь! Дважды списалась сумма за подписку, прошу проверить платеж. Срочно нужна ваша помощь","Здравствуйте! Премиум активирован, перезайдите в приложение для обновления статуса.",98,14,0.233,medium,73.9,0,4,payment
TW-BB237D4F85,U55701964,2025-05-28T22:42:36,22,Wednesday,28,female,RU,Сочи,free,2025-05-15,13,116,13,61,2,0,0,4,4.7,iOS,4.14.1,in_app_chat,ru,"Нужна помощь. Мои истории проходят модерацию по часу и более, почему? Срочно нужна ваша помощь.","Здравствуйте! Анкета принята на повторную модерацию, ожидайте до 24 часов.",95,15,-0.191,low,140.3,0,4,moderation
TW-42F0010D65,U51831656,2026-01-14T19:41:56,19,Wednesday,28,other,RU,Москва,free,2025-06-03,225,42,4,11,0,0,1,0,,Android,4.13.2,in_app_chat,ru,"Добрый день. Мужчина угрожает мне в личных сообщнеиях, срочно нужна помощь. Прошу ответить как можно скорее.","Добрый день! Жалоба принята, проверим пользователя и примем меры в течение 24 часов.",108,16,-0.44,low,315.9,0,5,complaint
TW-D9DABD27C1,U90906929,2026-01-31T15:08:46,15,Saturday,30,male,RU,Москва,free,2025-06-07,238,414,39,232,3,0,1,0,,iOS,4.14.0,email,ru,"добрый день. Автопродление не сработало, подпикса закончилась, фичи пропали.","Здравствуйте! Отправили запрос на возврат двойного списания, средства вернутся в течение 5 рабочих дней.",76,9,-0.233,high,34.6,0,3,payment
TW-F0C5EF4127,U66586521,2025-05-22T08:50:54,8,Thursday,31,male,RU,Тюмень,free,2025-02-27,84,579,70,105,4,0,1,1,3.5,Android,4.13.2,in_app_chat,ru,"добрый день! Списали 499 рублей за подписку премиум, но она не активировалась сегодня утром. Буду ждать вашего решения","Здравствуйте! Платёж в обработке у платёжной системы, обычно занимает до 24 часов.",118,18,-0.433,medium,30.2,0,3,payment
TW-B7F92B7938,U38502502,2025-02-17T18:56:20,18,Monday,28,female,RU,Челябинск,free,2024-05-02,291,145,13,29,2,0,0,2,3.8,iOS,4.15.0,in_app_chat,ru,Почему модерация удалила фото с моим питомце?,"Приветствуем! Ваша заявка в очереди, среднее время проверки до 48 часов.",45,7,-0.704,high,38.9,0,4,moderation
TW-077BD08DF5,U91399148,2025-11-22T15:45:30,15,Saturday,36,female,RU,Воронеж,free,2025-11-13,9,40,1,13,5,0,1,2,3.6,iOS,4.13.2,in_app_chat,ru,Добрый вечер! Чат не синхронизируется между устройствами. Прошу ответить как можно скорее.,"Приветствуем! Очистите кеш и перезагрузите устройство, это должно помочь.",90,12,-0.168,low,221.9,0,4,bug
TW-1B73EE98F1,U55028626,2025-09-24T18:30:02,18,Wednesday,26,male,RU,Москва,free,2024-03-21,552,145,11,72,3,0,1,2,5.0,Android,4.15.0,telegram_bot,ru,"нужна помощь, не открываются настройки приватности, кнопка ничего не делает. Спасибо заранее.","Приветствуем! Обновите приложение до последней версии, в ней эта ошибка исправлена.",93,12,-0.134,low,178.5,0,5,bug
TW-228CAD5F79,U78618097,2025-08-20T10:24:27,10,Wednesday,31,male,RU,Нижний Новгород,free,2024-12-29,234,248,19,62,2,0,1,3,4.2,iOS,4.14.1,email,ru,"нужна помощь, геолокация показывает неправильный город, в настройках телеефона всё верно. Очень прошу помочь","Добрый день! Попробуйте переустановить приложение, это часто решает проблему.",108,14,-0.197,medium,250.0,0,4,bug
TW-8327517CD2,U66806783,2026-03-28T07:00:49,7,Saturday,18,female,RU,Самара,free,2025-09-19,190,518,82,274,4,0,0,0,,Android,4.15.0,in_app_chat,ru,"Нужна помощь! Профиль показывает не мои данные, когда захожу через Web. Жду ответа.","Здравствуйте! Пришлите версию приложения и модель телефона, передадим разработчикам.",83,13,-0.702,high,120.5,0,2,bug
TW-C70A213CC3,U39838245,2025-04-03T23:10:46,23,Thursday,27,male,RU,Новосибирск,premium,2025-01-19,74,198,25,20,4,2,0,5,5.0,iOS,4.13.2,in_app_chat,ru,здравствуйте! Пользователь просит интимные фото с первых сообщений. Пишу уже не первый раз.,"Приветствуем! Заблокировать пользователя можно через его профиль, кнопка Заблокировать.",91,13,-0.61,urgent,33.8,1,4,complaint
TW-FF2157F79B,U84788088,2025-01-23T16:45:14,16,Thursday,23,female,RU,Москва,free,2024-09-14,131,239,15,19,0,1,1,1,3.3,iOS,4.14.1,email,ru,Добрый день! Где посмотреть историю платежей внутри приложения?,Здравствуйте! Сменить способ оплаты можно через настройки магазина приложений.,63,8,-0.86,high,101.5,0,4,payment
TW-83EF8C4BF7,U37092545,2026-02-23T21:13:40,21,Monday,22,male,RU,Краснодар,free,2025-02-20,368,217,17,63,4,0,0,3,4.8,iOS,4.13.0,in_app_chat,ru,"Здравствуйте, уважаемая поддержка, премиум на месяц купленный час назад исчез с баланса, верните пожалуйста. Пишу уже не первый раз.",Здравствуйте! Для применения промокода его нужно ввести до нажатия кнопки Оплатить.,132,19,0.186,high,11.6,0,5,payment
TW-8E9071412F,U19241570,2026-03-26T09:57:30,9,Thursday,19,male,RU,Ростов-на-Дону,free,2025-09-18,189,552,64,246,1,1,0,3,5.0,iOS,5.0.1,telegram_bot,ru,"Добрый день! Промокод NEW50 не применяется при покупке, что делать? Без вашего ответа не разберусь.","Приветствуем! Проблема на стороне банка, рекомендуем попробовать другую карту.",99,15,-0.216,high,38.8,0,4,payment
TW-6828BC09BA,U77167477,2025-01-26T19:39:03,19,Sunday,44,male,RU,Санкт-Петербург,free,2024-07-08,202,739,77,55,0,0,1,0,,Android,4.14.1,in_app_chat,ru,"Добрый день. Уведомления приходят, но при открытии чат пустой.",Приветствуем! Проверьте разрешения приложения в настройках телефона.,62,9,-0.353,low,143.2,0,4,bug
TW-FFC8DE07B8,U74334758,2025-03-08T10:18:15,10,Saturday,24,male,RU,Красноярск,free,2024-10-01,158,53,1,8,0,0,1,0,,iOS,4.12.3,in_app_chat,ru,"Прошу помочь, как объединить два аккаунта с разных номеров? Очень прошу помочь.",Здравствуйте! Отправили инструкцию по восстановлению доступа после взлома.,79,12,0.296,low,75.9,0,4,account
TW-83314E8EB9,U88013303,2025-12-27T09:56:13,9,Saturday,18,male,RU,Самара,free,2024-11-10,412,390,16,59,3,0,0,2,3.6,iOS,4.14.0,in_app_chat,ru,"Видеозвонок не работает, собеседник меня не слышит. Буду благодарен за помощь.","Добрый день! Обновите приложение до последней версии, в ней эта ошибка исправлена.",78,11,-0.448,urgent,77.5,1,2,bug
TW-159688B00B,U52989018,2025-08-05T11:38:53,11,Tuesday,22,male,RU,Москва,free,2024-12-22,226,43,3,29,5,1,1,3,4.8,Android,4.14.0,in_app_chat,ru,"Подписку купленный час назда исчез с баланса, верните пожалйста. Жду ответа.","Добрый день! Проверили ваш платёж, средства поступили, подписка активирована.",76,11,-0.339,medium,339.0,0,4,payment
TW-40C98EAF5A,U84397396,2025-01-25T04:23:41,4,Saturday,32,female,RU,Санкт-Петербург,premium,2025-01-08,17,70,4,34,6,1,3,2,5.0,iOS,4.14.1,in_app_chat,ru,"нужна помощь. Профиль скрыли из поиска, хотя правила я не нарушал.",Здравствуйте! Для ускорения модерации следуйте правилам оформления анкеты.,66,11,0.335,high,3.7,0,4,moderation
TW-A98F552DC2,U66435135,2025-05-07T23:35:56,23,Wednesday,21,male,RU,Казань,free,2025-02-01,95,566,63,41,2,1,0,1,2.8,Android,4.14.1,in_app_chat,ru,"здравствуйте.  Загрузил новое фото, уже 4 дня висит на проверке.",Приветствуем! Правила модерации можно посмотреть в справочном центре.,64,10,-0.426,low,79.0,0,4,moderation
TW-619799B6A2,U95189783,2025-07-07T05:20:35,5,Monday,34,female,RU,Иркутск,free,2025-04-22,76,160,17,76,2,0,1,2,5.0,iOS,4.14.0,in_app_chat,ru,"привет, оскорбляет по национальному признаку, нужна блокировка срочно. Без вашего ответа не разберусь.","Добрый день! Спасибо за сигнал, аккаунт нарушителя заблокирован.",102,13,-0.565,high,89.2,0,3,complaint
TW-6AAB427723,U49841948,2026-03-30T05:20:08,5,Monday,32,female,RU,Санкт-Петербург,free,2025-12-28,92,254,8,32,2,1,0,1,4.7,Android,5.1.0,in_app_chat,ru,нужна помощь! Девушка шлёт ссылки на сторонние сайты с рекламой.,"Добрый день! Жалоба принята, проверим пользователя и примем меры в течение 24 часов.",64,10,-0.784,high,116.7,0,2,complaint
TW-8C2A33838B,U42510590,2025-04-16T16:07:53,16,Wednesday,33,female,RU,Тюмень,premium,2024-12-31,106,257,17,73,4,0,1,0,,iOS,5.0.1,telegram_bot,ru,"здравствуйте, уважаемая поддержка! Профиль показывает не мои данные, когда захожу через Web. Очень надеюсь на решение.","Приветствуем! Зарегистрировали ваш баг-репорт, спасибо за обратную связь.",118,16,-0.679,medium,29.8,0,2,bug
TW-F1E23618CC,U38014538,2025-07-30T15:01:31,15,Wednesday,30,male,RU,Москва,free,2025-07-06,24,102,7,21,5,0,3,1,4.0,iOS,5.0.0,in_app_chat,ru,Здравствуйте. Почему неельзя писать свой Intsagram в био?,"Здравствуйте! Верификация требует селфи с определённым жестом, инструкция в приложении.",57,8,-0.193,urgent,31.8,1,4,moderation
TW-139B7C8743,U48855805,2025-05-10T06:29:39,6,Saturday,27,male,RU,Москва,free,2025-04-05,35,187,8,17,2,1,1,2,4.7,iOS,4.12.1,in_app_chat,ru,"Добрый день, кнопка лайк перестала работать вчера, экран не реагирует. Срочно нужна ваша помощь.",Добрый день! Проверьте разрешения приложения в настройках телефона.,96,14,-0.28,medium,29.7,0,4,bug
TW-453A6DC5A1,U99687884,2025-03-06T19:23:48,19,Thursday,25,male,RU,Ростов-на-Дону,free,2024-12-27,69,139,8,31,2,0,1,3,3.9,iOS,4.12.3,in_app_chat,ru,"Купил 5 бустов, но они не появились на счёте..Прошу ответить как можно скорее.","Приветствуем! Передали платёж на проверку, ответим в течение суток.",78,13,-0.776,medium,26.0,0,4,payment
TW-5218479FF0,U86931578,2026-02-03T13:23:51,13,Tuesday,32,male,RU,Екатеринбург,free,2025-06-04,244,245,34,104,0,0,0,0,,iOS,4.15.0,in_app_chat,ru,"Привет, после отказа во встрече человек начал угрожать.","Приветствуем! Зафиксировали обращение, нарушитель получит предупреждение.",55,8,-0.66,urgent,32.1,1,2,complaint
TW-D783FA5596,U52467625,2025-06-01T02:22:53,2,Sunday,33,male,RU,Казань,free,2025-04-04,58,219,12,31,1,0,0,2,3.6,Android,4.12.3,email,ru,Прошу помочь. Обновил до 5.1.0 и теперь приложение не запускается вообще,"Приветствуем! Очистите кеш и перезагрузите устройство, это должно помочь.",72,11,-0.475,low,290.6,0,4,bug
TW-B7B0225B79,U66675473,2025-12-04T08:09:49,8,Thursday,21,male,RU,Ростов-на-Дону,free,2025-10-26,39,190,15,76,4,0,2,0,,Android,4.13.2,in_app_chat,ru,хочу обратиться. Почему нельзя писать свой Instagram в био? Жду ответа.,"Приветствуем! Ваша заявка в очереди, среднее время проверки до 48 часов.",71,11,-0.034,low,365.1,0,4,moderation
TW-FA38BC76AD,U96919603,2025-03-07T14:04:23,14,Friday,38,female,RU,Москва,premium,2024-12-28,69,29,1,11,6,3,0,1,2.2,iOS,4.14.1,in_app_chat,ru,"Здравствуйте, саппорт, как объединить два аккаунта с разных номеров? Буду ждать вашего решения.","Здравствуйте! Отправили новое письмо для восстановления пароля, проверьте папку Спам.",95,13,-0.214,medium,8.6,0,4,account
TW-10CF7ACA08,U94444631,2025-11-13T15:04:34,15,Thursday,21,female,RU,Москва,free,2025-11-07,6,26,1,16,5,1,0,2,5.0,iOS,5.0.0,in_app_chat,ru,Девушка шлёт ссылки на сторонние сайты с рекламой.,"Здравствуйте! Жалоба принята, проверим пользователя и примем меры в течение 24 часов.",50,8,-1.0,urgent,11.5,1,2,complaint
TW-E55201FD4A,U29707403,2025-03-13T06:39:07,6,Thursday,33,other,RU,Челябинск,premium,2024-07-12,244,386,27,151,2,5,2,1,4.5,Android,5.0.1,email,ru,"Здравствуйте, уважаемая поддержка, купил подписку, но они не появились на счёте. Пожалуйста, помогите разобраться",Приветствуем! Для применения промокода его нужно ввести до нажатия кнопки Оплатить.,113,14,-0.426,medium,75.3,0,4,payment
TW-BD8E47105B,U98550195,2025-07-31T00:18:52,0,Thursday,18,other,RU,Казань,free,2025-05-04,88,297,36,209,2,0,1,4,4.3,iOS,5.0.1,email,ru,приложение зависает на экране загрузки после последнего апдейта. Срочно нужна ваша помощь.,"Здравствуйте! Очистите кеш и перезагрузите устройство, это должно помочь.",90,12,-0.268,medium,323.6,0,5,bug
TW-F154C0868F,U76638513,2025-02-26T13:15:52,13,Wednesday,30,male,RU,Москва,free,2024-09-21,158,46,2,15,2,1,1,0,,Android,5.0.1,app_store_review,ru,"Здравствуйте, уважаемая поддержка. Профиль скрыли из поиска, хотя правила я не нарушал. Без вашего ответа не разберусь.",Приветствуем! Для ускорения модерации следуйте правилам оформления анкеты.,119,17,-0.111,high,358.7,0,3,moderation
TW-44BA3DD375,U65659896,2025-07-31T11:51:56,11,Thursday,41,male,RU,Краснодар,premium,2025-03-06,147,15,1,14,2,0,1,2,5.0,Android,5.0.0,in_app_chat,ru,"Хочу обратиться. Автопродление не сработало, подписка закончилась, фичи пропали. Срочно нужна ваша помощь.",Здравствуйте! Сменить способ оплаты можно через настройки магазина приложений.,106,13,-0.116,medium,27.5,0,5,payment
TW-5B0A3C1C30,U95785784,2025-12-04T04:39:21,4,Thursday,26,male,RU,Москва,free,2024-08-10,481,277,22,122,7,0,1,0,,Android,4.13.0,email,ru,черный экран вместо видео в сторис у пользователей.,"Приветствуем! Обновите приложение до последней версии, в ней эта ошибка исправлена.",51,8,-0.681,low,183.9,0,4,bug
TW-1619E0F745,U16263366,2025-02-15T03:29:35,3,Saturday,21,other,RU,Санкт-Петербург,free,2024-10-02,136,90,9,19,2,0,1,0,,Android,4.15.0,in_app_chat,ru,"Прошу помочь. Загрузил новое фото, уже 4 дня висит на проверке.","Приветствуем! Блокировка снята, приносим извинения за неудобство.",63,11,-0.144,high,44.2,1,3,moderation
TW-761C5E4683,U75789209,2026-01-11T03:48:49,3,Sunday,22,male,RU,Челябинск,premium,2025-11-13,59,492,29,163,5,1,4,0,,Android,4.15.0,in_app_chat,ru,"Здравствуйте, саппорт! Возврат за годовую подписку, использовал только 2 недели. Срочно нужна ваша помощь.",Здравствуйте! Возврат за использованный период подписки не предусмотрен.,106,14,-0.226,high,51.6,0,4,refund
TW-B6DAC79031,U23911867,2025-09-23T13:18:28,13,Tuesday,28,female,RU,Пермь,free,2025-03-16,191,156,11,38,4,0,0,1,4.8,iOS,4.14.0,app_store_review,ru,"Здравствуйте, уважаемая поддержка! Профиль явно фейковый, фотки из интернета, пожалуйста проверьте. Очень надеюсь на решение.","Приветствуем! Передали жалобу в отдел безопасности, при угрозе обращайтесь в полицию.",125,15,-0.844,urgent,47.2,1,3,complaint
TW-40C714B5DA,U58487944,2025-06-14T14:11:19,14,Saturday,37,male,RU,Пермь,free,2025-05-25,20,24,1,15,4,1,0,0,,iOS,4.14.0,in_app_chat,ru,прошу помочь! Пользователь просит интимные фото с первых сообщений.,"Добрый день! Передали жалобу в отдел безопасности, при угрозе обращайтесь в полицию.",67,9,-0.187,low,74.2,0,5,complaint
TW-2E404448B5,U43245226,2026-01-31T14:14:22,14,Saturday,22,male,RU,Москва,free,2025-06-17,228,206,12,15,2,0,2,1,5.0,iOS,4.14.1,in_app_chat,ru,"Здравствуйте! Верификацию не пропускают уже третий раз, селфи чёткое.",Добрый день! Для ускорения модерации следуйте правилам оформления анкеты.,69,9,-0.502,medium,62.3,1,3,moderation
